ID,probability
TEST_00218,0.4927629
TEST_00219,0.21967582
TEST_00220,0.6145806
TEST_00221,0.4723824
TEST_00222,0.14070334
TEST_00223,0.312812
TEST_00224,0.1196301
TEST_00225,0.23950551
TEST_00226,0.24179874
TEST_00227,0.36256236
TEST_00228,0.0018497261
TEST_00229,0.3900171
TEST_00230,0.33596754
TEST_00231,0.4318537
TEST_00232,0.19719307
TEST_00233,0.30833736
TEST_00234,0.42323416
TEST_00235,0.43786925
TEST_00236,0.30545905
TEST_00237,0.0005251717
TEST_00238,0.00039173005
TEST_00239,0.3973682
TEST_00240,0.2926923
TEST_00241,0.3942279
TEST_00242,0.29702362
TEST_00243,0.21340819
TEST_00244,0.0005049211
TEST_00245,0.38607228
TEST_00246,0.37989032
TEST_00247,0.09256867
TEST_00248,0.38142088
TEST_00249,0.5051715
TEST_00250,0.1862229
TEST_00251,0.0006395552
TEST_00252,0.44475493
TEST_00253,0.010187664
TEST_00254,0.39988163
TEST_00255,0.5192274
TEST_00256,0.3376461
TEST_00257,0.4075443
TEST_00258,0.38503465
TEST_00259,0.53333825
TEST_00260,0.00041456442
TEST_00261,0.0006424179
TEST_00262,0.00050350523
TEST_00263,0.58527374
TEST_00264,0.23229662
TEST_00265,0.33868942
TEST_00266,0.19572991
TEST_00267,0.0005513671
TEST_00268,0.13572812
TEST_00269,0.426852
TEST_00270,0.12859401
TEST_00271,0.0017971284
TEST_00272,0.1666412
TEST_00273,0.17461094
TEST_00274,0.33332744
TEST_00275,0.0402863
TEST_00276,0.00044271132
TEST_00277,0.26199052
TEST_00278,0.3712098
TEST_00279,0.55377346
TEST_00280,0.00824243
TEST_00281,0.09064811
TEST_00282,0.0018483398
TEST_00283,0.00032470754
TEST_00284,0.45679912
TEST_00285,0.23901358
TEST_00286,0.038906146
TEST_00287,0.648818
TEST_00288,0.0010190688
TEST_00289,0.3475472
TEST_00290,0.11575013
TEST_00291,0.270593
TEST_00292,0.4506802
TEST_00293,0.0007579203
TEST_00294,0.6932161
TEST_00295,0.3568563
TEST_00296,0.007085306
TEST_00297,0.00069098646
TEST_00298,0.5871359
TEST_00299,0.3612301
TEST_00300,0.11635784
TEST_00301,0.49349874
TEST_00302,0.29811645
TEST_00303,0.34621248
TEST_00304,0.65938824
TEST_00305,0.5477547
TEST_00306,0.14294535
TEST_00307,0.5464395
TEST_00308,0.49200502
TEST_00309,0.45584846
TEST_00310,0.4685475
TEST_00311,0.41813195
TEST_00312,0.11520367
TEST_00313,0.14024433
TEST_00314,0.5116991
TEST_00315,0.34555227
TEST_00316,0.019174378
TEST_00317,0.06616747
TEST_00318,0.00023262383
TEST_00319,0.0005123387
TEST_00320,0.48378766
TEST_00321,0.19723591
TEST_00322,0.15320425
TEST_00323,0.24883193
TEST_00324,0.3310461
TEST_00325,0.000314557
TEST_00326,0.27143723
TEST_00327,0.2445104
TEST_00328,0.11190063
TEST_00329,0.35884202
TEST_00330,0.3362979
TEST_00331,0.0003123331
TEST_00332,0.36740243
TEST_00333,0.41056883
TEST_00334,0.4602338
TEST_00335,0.31773755
TEST_00336,0.00035235597
TEST_00337,0.12766767
TEST_00338,0.23686035
TEST_00339,0.26490724
TEST_00340,0.37920853
TEST_00341,0.23408939
TEST_00342,0.17360005
TEST_00343,0.032910906
TEST_00344,0.17590612
TEST_00345,0.021686709
TEST_00346,0.31231207
TEST_00347,0.26627374
TEST_00348,0.4406429
TEST_00349,0.34191427
TEST_00350,0.2377677
TEST_00351,0.3964916
TEST_00352,0.0017893986
TEST_00353,0.0013163383
TEST_00354,0.16504568
TEST_00355,0.47053766
TEST_00356,0.109025665
TEST_00357,0.00059541216
TEST_00358,0.0010028755
TEST_00359,0.5464193
TEST_00360,0.3569967
TEST_00361,0.26458454
TEST_00362,0.3433396
TEST_00363,0.00326249
TEST_00364,0.3103473
TEST_00365,0.2735812
TEST_00366,0.39506432
TEST_00367,0.22620003
TEST_00368,0.37231258
TEST_00369,0.097421505
TEST_00370,0.00047705078
TEST_00371,0.10446791
TEST_00372,0.28571424
TEST_00373,0.45139056
TEST_00374,0.28176627
TEST_00375,0.0004908085
TEST_00376,0.0004594852
TEST_00377,0.28516987
TEST_00378,0.3360917
TEST_00379,0.15865141
TEST_00380,0.0006865181
TEST_00381,0.33810833
TEST_00382,0.5476331
TEST_00383,0.092692114
TEST_00384,0.44115034
TEST_00385,0.22227836
TEST_00386,0.5125515
TEST_00387,0.33180317
TEST_00388,0.2985988
TEST_00389,0.2914242
TEST_00390,0.38940734
TEST_00391,0.58233243
TEST_00392,0.35736054
TEST_00393,0.28447744
TEST_00394,0.078502975
TEST_00395,0.44988665
TEST_00396,0.37182
TEST_00397,0.00042616273
TEST_00398,0.14120217
TEST_00399,0.00033633114
TEST_00400,0.35947576
TEST_00401,0.00051314
TEST_00402,0.11626599
TEST_00403,0.010695589
TEST_00404,0.4688956
TEST_00405,0.5717549
TEST_00406,0.09340175
TEST_00407,0.29945102
TEST_00408,0.28922963
TEST_00409,0.11607235
TEST_00410,0.03226673
TEST_00411,0.1675267
TEST_00412,0.14697953
TEST_00413,0.49183005
TEST_00414,0.36160535
TEST_00415,0.30898905
TEST_00416,0.5763586
TEST_00417,0.56115395
TEST_00418,0.51277995
TEST_00419,0.10767121
TEST_00420,0.078670524
TEST_00421,0.41236815
TEST_00422,0.510015
TEST_00423,0.0002960172
TEST_00424,0.124053136
TEST_00425,0.16356398
TEST_00426,0.26713568
TEST_00427,0.42767778
TEST_00428,0.28389508
TEST_00429,0.18069541
TEST_00430,0.38654757
TEST_00431,0.43643948
TEST_00432,0.20657049
TEST_00433,0.0015232792
TEST_00434,0.41375864
TEST_00435,0.2982661
TEST_00436,0.00032420366
TEST_00437,0.19905873
TEST_00438,0.00071513833
TEST_00439,0.0009250389
TEST_00440,0.48586467
TEST_00441,0.54383177
TEST_00442,0.39358273
TEST_00443,0.3648125
TEST_00444,0.0011228042
TEST_00445,0.28701022
TEST_00446,0.06448486
TEST_00447,0.45988914
TEST_00448,0.44654492
TEST_00449,0.0007220402
TEST_00450,0.44134635
TEST_00451,0.0001798842
TEST_00452,0.3553356
TEST_00453,0.42671642
TEST_00454,0.28011513
TEST_00455,0.24914451
TEST_00456,0.0013271227
TEST_00457,0.3933967
TEST_00458,0.14523786
TEST_00459,0.3502935
TEST_00460,0.0030230384
TEST_00461,0.4878374
TEST_00462,0.3298886
TEST_00463,0.19748552
TEST_00464,0.23280333
TEST_00465,0.30212232
TEST_00466,0.21167457
TEST_00467,0.33449936
TEST_00468,0.6083205
TEST_00469,0.0021872658
TEST_00470,0.3939311
TEST_00471,0.5294029
TEST_00472,0.5734029
TEST_00473,0.32832068
TEST_00474,0.50214094
TEST_00475,0.26960438
TEST_00476,0.0004358405
TEST_00477,0.40963897
TEST_00478,0.14126478
TEST_00479,0.21859218
TEST_00480,0.50329596
TEST_00481,0.15589277
TEST_00482,0.3260855
TEST_00483,0.27907965
TEST_00484,0.17989114
TEST_00485,0.2835502
TEST_00486,0.32315484
TEST_00487,0.5362765
TEST_00488,0.25851667
TEST_00489,0.37370604
TEST_00490,0.27534613
TEST_00491,0.48482344
TEST_00492,0.24747501
TEST_00493,0.20644121
TEST_00494,0.0036744971
TEST_00495,0.64751863
TEST_00496,0.20804864
TEST_00497,0.44263884
TEST_00498,0.25511107
TEST_00499,0.6239897
TEST_00500,0.00051313825
TEST_00501,0.0004637314
TEST_00502,0.053383723
TEST_00503,0.31950665
TEST_00504,0.00049586646
TEST_00505,0.5254419
TEST_00506,0.00058923574
TEST_00507,0.33130658
TEST_00508,0.47630975
TEST_00509,0.22099593
TEST_00510,0.18910205
TEST_00511,0.017756779
TEST_00512,0.011966706
TEST_00513,0.020282311
TEST_00514,0.57812303
TEST_00515,0.28622407
TEST_00516,0.52046007
TEST_00517,0.29715228
TEST_00518,0.2385818
TEST_00519,0.38508788
TEST_00520,0.00047451834
TEST_00521,0.1358099
TEST_00522,0.0008535453
TEST_00523,0.27575925
TEST_00524,0.23296492
TEST_00525,0.07287448
TEST_00526,0.14893684
TEST_00527,0.001763724
TEST_00528,0.2520882
TEST_00529,0.21737091
TEST_00530,0.36452183
TEST_00531,0.33851555
TEST_00532,0.65840083
TEST_00533,0.00077732856
TEST_00534,0.2931002
TEST_00535,0.08510851
TEST_00536,0.56184256
TEST_00537,0.0011670786
TEST_00538,0.0018099827
TEST_00539,0.033289935
TEST_00540,0.40622145
TEST_00541,0.46163827
TEST_00542,0.00088586775
TEST_00543,0.34147525
TEST_00544,0.15325199
TEST_00545,0.41568062
TEST_00546,0.41086978
TEST_00547,0.0005735409
TEST_00548,0.49724367
TEST_00549,0.13383105
TEST_00550,0.28177047
TEST_00551,0.30664158
TEST_00552,0.24828075
TEST_00553,0.08523043
TEST_00554,0.3360246
TEST_00555,0.3115726
TEST_00556,0.20159356
TEST_00557,0.3835559
TEST_00558,0.5160261
TEST_00559,0.001774566
TEST_00560,0.24917755
TEST_00561,0.061098892
TEST_00562,0.64210653
TEST_00563,0.0019868966
TEST_00564,0.30815467
TEST_00565,0.19496281
TEST_00566,0.26345953
TEST_00567,0.16548263
TEST_00568,0.24292539
TEST_00569,0.31024137
TEST_00570,0.19134618
TEST_00571,0.26661137
TEST_00572,0.0008702169
TEST_00573,0.00626845
TEST_00574,0.37865812
TEST_00575,0.06768522
TEST_00576,0.15380345
TEST_00577,0.26211455
TEST_00578,0.37238634
TEST_00579,0.5168431
TEST_00580,0.0004120611
TEST_00581,0.49497145
TEST_00582,0.15793492
TEST_00583,0.33494142
TEST_00584,0.20768356
TEST_00585,0.26162636
TEST_00586,0.10933151
TEST_00587,0.27119642
TEST_00588,0.48271334
TEST_00589,0.00027320074
TEST_00590,0.23993516
TEST_00591,0.18912399
TEST_00592,0.24927253
TEST_00593,0.288046
TEST_00594,0.0005032034
TEST_00595,0.20586717
TEST_00596,0.48408073
TEST_00597,0.35482907
TEST_00598,0.150369
TEST_00599,0.2668242
TEST_00600,0.042158846
TEST_00601,0.28940597
TEST_00602,0.29280263
TEST_00603,0.3698414
TEST_00604,0.15580352
TEST_00605,0.41899523
TEST_00606,0.029302362
TEST_00607,0.30294913
TEST_00608,0.19048233
TEST_00609,0.5952015
TEST_00610,0.0005995133
TEST_00611,0.27383396
TEST_00612,0.27979296
TEST_00613,0.35573328
TEST_00614,0.4044137
TEST_00615,0.5035245
TEST_00616,0.2720315
TEST_00617,0.24125688
TEST_00618,0.121783055
TEST_00619,0.12934506
TEST_00620,0.25780302
TEST_00621,0.14095356
TEST_00622,0.506797
TEST_00623,0.542189
TEST_00624,0.517636
TEST_00625,0.48873937
TEST_00626,0.20445348
TEST_00627,0.23048367
TEST_00628,0.5569505
TEST_00629,0.14225742
TEST_00630,0.27717713
TEST_00631,0.20908621
TEST_00632,0.6649749
TEST_00633,0.4250442
TEST_00634,0.5820016
TEST_00635,0.55179167
TEST_00636,0.14260724
TEST_00637,0.39718854
TEST_00638,0.0010226639
TEST_00639,0.5260311
TEST_00640,0.00045817267
TEST_00641,0.00066987635
TEST_00642,0.62929434
TEST_00643,0.26318428
TEST_00644,0.04843339
TEST_00645,0.09681458
TEST_00646,0.0013350493
TEST_00647,0.03931739
TEST_00648,0.51892173
TEST_00649,0.43614867
TEST_00650,0.078331016
TEST_00651,0.373558
TEST_00652,0.5380658
TEST_00653,0.23893332
TEST_00654,0.000505123
TEST_00655,0.52065194
TEST_00656,0.37898594
TEST_00657,0.00033517947
TEST_00658,0.10043032
TEST_00659,0.17004646
TEST_00660,0.00037168685
TEST_00661,0.4728601
TEST_00662,0.153509
TEST_00663,0.0008296366
TEST_00664,0.26733482
TEST_00665,0.001198956
TEST_00666,0.14345898
TEST_00667,0.00023334046
TEST_00668,0.18667936
TEST_00669,0.26294866
TEST_00670,0.09506963
TEST_00671,0.36354163
TEST_00672,0.4750337
TEST_00673,0.00026716728
TEST_00674,0.17386922
TEST_00675,0.1486005
TEST_00676,0.5433915
TEST_00677,0.13391908
TEST_00678,0.1586994
TEST_00679,0.4725332
TEST_00680,0.24238473
TEST_00681,0.0004320312
TEST_00682,0.0003605622
TEST_00683,0.08775765
TEST_00684,0.41520417
TEST_00685,0.1465735
TEST_00686,0.6561824
TEST_00687,0.03204481
TEST_00688,0.2763446
TEST_00689,0.4028159
TEST_00690,0.26636693
TEST_00691,0.5572771
TEST_00692,0.028128475
TEST_00693,0.16679086
TEST_00694,0.06705905
TEST_00695,0.29764968
TEST_00696,0.034476254
TEST_00697,0.37200597
TEST_00698,0.49826583
TEST_00699,0.00039288137
TEST_00700,0.22766761
TEST_00701,0.25701585
TEST_00702,0.12111742
TEST_00703,0.18200417
TEST_00704,0.47653133
TEST_00705,0.40402025
TEST_00706,0.23169728
TEST_00707,0.0005228225
TEST_00708,0.0003886444
TEST_00709,0.35987747
TEST_00710,0.4556326
TEST_00711,0.28045
TEST_00712,0.2486511
TEST_00713,0.030810712
TEST_00714,0.49815002
TEST_00715,0.00031309424
TEST_00716,0.21340226
TEST_00717,0.32050106
TEST_00718,0.045930695
TEST_00719,0.41340926
TEST_00720,0.24220274
TEST_00721,0.27836764
TEST_00722,0.000522084
TEST_00723,0.43606025
TEST_00724,0.00048732074
TEST_00725,0.00053330435
TEST_00726,0.3807511
TEST_00727,0.30805498
TEST_00728,0.2121351
TEST_00729,0.28075063
TEST_00730,0.28528395
TEST_00731,0.0013619829
TEST_00732,0.3657146
TEST_00733,0.27516842
TEST_00734,0.06343063
TEST_00735,0.52094394
TEST_00736,0.30243653
TEST_00737,0.1320269
TEST_00738,0.34900346
TEST_00739,0.045036744
TEST_00740,0.1583082
TEST_00741,0.23844382
TEST_00742,0.13836591
TEST_00743,0.59649366
TEST_00744,0.33747986
TEST_00745,0.48449922
TEST_00746,0.0009714262
TEST_00747,0.36227813
TEST_00748,0.2979492
TEST_00749,0.00024102564
TEST_00750,0.3960372
TEST_00751,0.0004503787
TEST_00752,0.08113249
TEST_00753,0.27651146
TEST_00754,0.17289755
TEST_00755,0.02384808
TEST_00756,0.25464612
TEST_00757,0.2605827
TEST_00758,0.6760305
TEST_00759,0.43892664
TEST_00760,0.021139257
TEST_00761,0.191306
TEST_00762,0.41132402
TEST_00763,0.053176872
TEST_00764,0.12942062
TEST_00765,0.23768196
TEST_00766,0.25697592
TEST_00767,0.21260318
TEST_00768,0.38080594
TEST_00769,0.017685993
TEST_00770,0.2080784
TEST_00771,0.26450953
TEST_00772,0.058577538
TEST_00773,0.119080745
TEST_00774,0.43526003
TEST_00775,0.48354355
TEST_00776,0.5067779
TEST_00777,0.41816118
TEST_00778,0.2417679
TEST_00779,0.15511435
TEST_00780,0.31432077
TEST_00781,0.33921137
TEST_00782,0.096580796
TEST_00783,0.44707215
TEST_00784,0.45306632
TEST_00785,0.3780715
TEST_00786,0.41587573
TEST_00787,0.57924604
TEST_00788,0.0005267898
TEST_00789,0.5538389
TEST_00790,0.13224225
TEST_00791,0.60392874
TEST_00792,0.2678069
TEST_00793,0.5340652
TEST_00794,0.17777838
TEST_00795,0.1831522
TEST_00796,0.4943883
TEST_00797,0.3017164
TEST_00798,0.12970197
TEST_00799,0.40232366
TEST_00800,0.37013158
TEST_00801,0.20835184
TEST_00802,0.19109249
TEST_00803,0.3332269
TEST_00804,0.26065165
TEST_00805,0.22746034
TEST_00806,0.00117757
TEST_00807,0.0006426534
TEST_00808,0.49397537
TEST_00809,0.24535692
TEST_00810,0.0003139524
TEST_00811,0.27341798
TEST_00812,0.39949265
TEST_00813,0.4177687
TEST_00814,0.18994775
TEST_00815,0.08010517
TEST_00816,0.33184358
TEST_00817,0.20643586
TEST_00818,0.26043704
TEST_00819,0.42813244
TEST_00820,0.31914538
TEST_00821,0.10725037
TEST_00822,0.6222457
TEST_00823,0.26291126
TEST_00824,0.48367602
TEST_00825,0.52871644
TEST_00826,0.33966526
TEST_00827,0.0012425043
TEST_00828,0.48803756
TEST_00829,0.36126736
TEST_00830,0.33669046
TEST_00831,0.34491146
TEST_00832,0.081841476
TEST_00833,0.00049390056
TEST_00834,0.32831565
TEST_00835,0.23746307
TEST_00836,0.26806498
TEST_00837,0.26124933
TEST_00838,0.31015173
TEST_00839,0.3496972
TEST_00840,0.0012399266
TEST_00841,0.4741712
TEST_00842,0.33695045
TEST_00843,0.43538103
TEST_00844,0.3935941
TEST_00845,0.44494376
TEST_00846,0.37379086
TEST_00847,0.000696022
TEST_00848,0.2090834
TEST_00849,0.4629722
TEST_00850,0.3773498
TEST_00851,0.222196
TEST_00852,0.057925023
TEST_00853,0.3530589
TEST_00854,0.41548002
TEST_00855,0.23014772
TEST_00856,0.6095209
TEST_00857,0.31547812
TEST_00858,0.00054039725
TEST_00859,0.32518014
TEST_00860,0.51517373
TEST_00861,0.39277923
TEST_00862,0.4118782
TEST_00863,0.27707446
TEST_00864,0.3653214
TEST_00865,0.0006096689
TEST_00866,0.09491683
TEST_00867,0.515347
TEST_00868,0.4372868
TEST_00869,0.17751428
TEST_00870,0.4106503
TEST_00871,0.19029294
TEST_00872,0.001025892
TEST_00873,0.52468294
TEST_00874,0.33653805
TEST_00875,0.4267243
TEST_00876,0.29955247
TEST_00877,0.00039213637
TEST_00878,0.19671051
TEST_00879,0.58704406
TEST_00880,0.4888877
TEST_00881,0.37627882
TEST_00882,0.3196471
TEST_00883,0.22300571
TEST_00884,0.0002931215
TEST_00885,0.49922183
TEST_00886,0.0018106418
TEST_00887,0.36023754
TEST_00888,0.18226081
TEST_00889,0.0018332448
TEST_00890,0.23906289
TEST_00891,0.43385518
TEST_00892,0.13736813
TEST_00893,0.27208397
TEST_00894,0.23944011
TEST_00895,0.4394773
TEST_00896,0.27756953
TEST_00897,0.4085046
TEST_00898,0.2939552
TEST_00899,0.42670494
TEST_00900,0.42810613
TEST_00901,0.313461
TEST_00902,0.5550338
TEST_00903,0.00050592993
TEST_00904,0.24194995
TEST_00905,0.24001639
TEST_00906,0.15870015
TEST_00907,0.47395286
TEST_00908,0.39205736
TEST_00909,0.40861183
TEST_00910,0.26538587
TEST_00911,0.21505466
TEST_00912,0.23913993
TEST_00913,0.5866815
TEST_00914,0.29064804
TEST_00915,0.13723518
TEST_00916,0.5174143
TEST_00917,0.051072072
TEST_00918,0.43392226
TEST_00919,0.00079507736
TEST_00920,0.37545964
TEST_00921,0.36124784
TEST_00922,0.04425489
TEST_00923,0.022127079
TEST_00924,0.24528816
TEST_00925,0.20605393
TEST_00926,0.38246304
TEST_00927,0.38151664
TEST_00928,0.00047825923
TEST_00929,0.29683
TEST_00930,0.0005548201
TEST_00931,0.0016188481
TEST_00932,0.0011378841
TEST_00933,0.19922604
TEST_00934,0.00093608256
TEST_00935,0.00035325298
TEST_00936,0.581349
TEST_00937,0.2643158
TEST_00938,0.16832589
TEST_00939,0.4851804
TEST_00940,0.42896
TEST_00941,0.09332333
TEST_00942,0.30597734
TEST_00943,0.24055293
TEST_00944,0.45043027
TEST_00945,0.36482167
TEST_00946,0.49621746
TEST_00947,0.00063988596
TEST_00948,0.0005601499
TEST_00949,0.31790558
TEST_00950,0.23911344
TEST_00951,0.6179261
TEST_00952,0.0005540388
TEST_00953,0.39988434
TEST_00954,0.0019625756
TEST_00955,0.03542787
TEST_00956,0.2297792
TEST_00957,0.0007974846
TEST_00958,0.30347374
TEST_00959,0.36973935
TEST_00960,0.22416726
TEST_00961,0.19753723
TEST_00962,0.3585621
TEST_00963,0.23886703
TEST_00964,0.28890488
TEST_00965,0.0007119719
TEST_00966,0.00021147844
TEST_00967,0.37114125
TEST_00968,0.38992682
TEST_00969,0.045912102
TEST_00970,0.099176705
TEST_00971,0.26383784
TEST_00972,0.04572092
TEST_00973,0.04586425
TEST_00974,0.362145
TEST_00975,0.48911336
TEST_00976,0.434135
TEST_00977,0.26524514
TEST_00978,0.11532596
TEST_00979,0.30263758
TEST_00980,0.00037181706
TEST_00981,0.25359926
TEST_00982,0.22869462
TEST_00983,0.5262709
TEST_00984,0.03450817
TEST_00985,0.13447908
TEST_00986,0.39647797
TEST_00987,0.35097975
TEST_00988,0.25562826
TEST_00989,0.16922668
TEST_00990,0.5688255
TEST_00991,0.26038596
TEST_00992,0.15717797
TEST_00993,0.36239487
TEST_00994,0.03225291
TEST_00995,0.29655793
TEST_00996,0.42086658
TEST_00997,0.0046386374
TEST_00998,0.30368072
TEST_00999,0.0046015084
TEST_01000,0.26350167
TEST_01001,0.0011136709
TEST_01002,0.21827103
TEST_01003,0.10957834
TEST_01004,0.0015653953
TEST_01005,0.39841664
TEST_01006,0.3188074
TEST_01007,0.17964976
TEST_01008,0.13638315
TEST_01009,0.31208223
TEST_01010,0.3580705
TEST_01011,0.6660028
TEST_01012,0.1910955
TEST_01013,0.53239983
TEST_01014,0.0003734115
TEST_01015,0.49283385
TEST_01016,0.21418238
TEST_01017,0.44882306
TEST_01018,0.42050096
TEST_01019,0.0009469398
TEST_01020,0.08464026
TEST_01021,0.2873729
TEST_01022,0.095345266
TEST_01023,0.32396442
TEST_01024,0.5634228
TEST_01025,0.27138555
TEST_01026,0.37988427
TEST_01027,0.3604626
TEST_01028,0.00071087555
TEST_01029,0.18870296
TEST_01030,0.41599372
TEST_01031,0.26821876
TEST_01032,0.00029356842
TEST_01033,0.72782034
TEST_01034,0.32978204
TEST_01035,0.24527796
TEST_01036,0.28595385
TEST_01037,0.47347203
TEST_01038,0.16589707
TEST_01039,0.5610147
TEST_01040,0.38503078
TEST_01041,0.3815148
TEST_01042,0.48310995
TEST_01043,0.31632942
TEST_01044,0.44720292
TEST_01045,0.1543699
TEST_01046,0.21734653
TEST_01047,0.43800095
TEST_01048,0.13287623
TEST_01049,0.12052725
TEST_01050,0.35040584
TEST_01051,0.24076349
TEST_01052,0.17403759
TEST_01053,0.11260711
TEST_01054,0.00072441204
TEST_01055,0.26092172
TEST_01056,0.00042175842
TEST_01057,0.16697232
TEST_01058,0.11305066
TEST_01059,0.3138312
TEST_01060,0.5490998
TEST_01061,0.3081164
TEST_01062,0.00062117964
TEST_01063,0.49801806
TEST_01064,0.47014704
TEST_01065,0.223778
